Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Type,Variety,Pest_Risk,Growth_Stage
22.740192090139026,96.54960660259556,5.161455503174385,331.3904527661793,Sugarcane,Silt,Co 0238,High,Vegetative
31.498951339297253,85.53436787118667,7.703798771005137,298.3713188736455,Maize,Sandy,Flint,Very High,Seedling
27.91176931379632,54.89464948680076,8.155451578856793,202.39411542191803,Rice,Sandy,Basmati,Moderate,Vegetative
43.1765378369153,50.88529107975096,5.87239731495017,131.1600667417919,Tomato,Silt,Beefsteak,High,Seedling
41.72216777171177,64.84348630424057,5.676836447306492,371.0919756446483,Sugarcane,Saline,Co 86032,Very High,Flowering
22.10066106395277,67.2394058451056,5.191299874482906,271.23409902758,Sugarcane,Loamy,Co 99004,Very High,Seedling
14.11361429771432,39.46388775199409,6.7239259991597535,365.0417326558002,Sugarcane,Loamy,Co 0238,Very High,Flowering
33.33527814606952,86.51009965778738,8.348646347335714,92.75426473345144,Wheat,Peaty,Soft Red,High,Seedling
13.483355396247656,93.00726492325256,5.297579293304609,170.59421551808325,Potato,Peaty,Yukon Gold,Very High,Flowering
15.757287084515909,59.202718631807,5.10355277127297,116.01163693776935,Sugarcane,Peaty,Co 86032,Moderate,Vegetative
12.331689425175318,46.57781193386445,6.250497501169352,246.2129365307059,Wheat,Loamy,Hard Red,Very High,Flowering
21.385188184930904,71.45056997436595,5.052055538889292,344.2191727079062,Tomato,Silt,Cherry,High,Vegetative
31.87356845929205,96.75976980974488,5.529456202188028,107.50277772176491,Wheat,Loamy,Durum,Moderate,Vegetative
18.60519502105037,99.98896821620768,6.29363513683988,156.16400591176458,Wheat,Peaty,Hard Red,Very High,Flowering
43.55470140184644,43.69929398384498,8.130486887904652,115.535446832434,Potato,Silt,Red,High,Seedling
25.018249080534865,83.51599344643566,6.846498906097986,210.7214533464325,Wheat,Sandy,Soft Red,High,Seedling
24.32756941391166,95.88742684478292,4.674617925776256,323.8099611659575,Wheat,Peaty,Hard Red,Moderate,Fruiting/Grain_fill
25.920115812123843,68.85037596502171,8.282524777730991,323.05867939657213,Rice,Peaty,Basmati,Very High,Seedling
39.36595812619326,82.65328739756146,5.884298232650654,113.58048928249993,Potato,Silt,Red,High,Fruiting/Grain_fill
39.28387254837628,43.0693787915778,6.855097658154776,357.1581258835126,Potato,Loamy,Russet,Very High,Seedling
39.02174698514326,68.11512354161664,7.770700175194056,212.10846708852583,Tomato,Sandy,Roma,High,Seedling
34.11342355669674,48.77913674485339,7.444138254680869,296.95694030620183,Wheat,Saline,Durum,High,Vegetative
42.67908778810909,95.88950921595044,7.951463423193564,42.0028896124016,Wheat,Saline,Durum,High,Fruiting/Grain_fill
32.65081500645731,58.68172084814279,5.073079666904522,117.7768319132062,Wheat,Peaty,Durum,High,Seedling
11.229749796199682,50.745427833933135,4.511385472480532,145.7479712679198,Wheat,Clay,Hard Red,High,Fruiting/Grain_fill
42.63331026977417,75.53752523058253,6.028173017247392,37.35350135825499,Wheat,Saline,Soft Red,High,Vegetative
32.37027927523768,31.23968004903097,5.469555572450232,325.06955751197273,Rice,Sandy,Basmati,High,Vegetative
13.700608972831562,30.853140849885435,5.461761966907563,126.24357997202304,Maize,Silt,Sweet,High,Fruiting/Grain_fill
33.83891653717181,79.28903248359873,6.071854369235684,77.12023025332445,Wheat,Loamy,Durum,Moderate,Vegetative
33.70094308774235,46.966954516562616,7.68794107274393,308.4459104884395,Rice,Saline,Jasmine,Very High,Flowering
37.74119996958788,56.96279952128377,5.188276394011339,23.294191326138908,Rice,Peaty,Arborio,Very High,Flowering
42.499600946276125,53.54323912620072,4.775999985098219,120.54253224164408,Sugarcane,Loamy,Co 99004,Moderate,Vegetative
13.608550765667538,77.08746015887235,6.400233260386628,42.46807320935073,Sugarcane,Clay,Co 86032,Very High,Flowering
15.09519135658592,32.866722342597136,6.323697288553385,58.78829094678402,Maize,Loamy,Dent,High,Seedling
16.3687810628707,46.740513113581706,6.825815200217143,358.97360686349947,Rice,Peaty,Jasmine,Moderate,Fruiting/Grain_fill
35.34604451597187,35.77676164299618,6.690325622360132,362.8317533197356,Rice,Silt,Jasmine,Very High,Seedling
39.675746324551966,35.58901478335734,6.024010464918915,126.67398868375096,Rice,Loamy,Basmati,High,Fruiting/Grain_fill
20.636322370081263,56.74536571196578,6.684498013447353,46.49346870839665,Maize,Saline,Sweet,High,Vegetative
38.78811128790548,60.70788104522845,7.974744059898744,341.9526482152705,Rice,Clay,Arborio,Very High,Seedling
12.668653352712807,32.490772830571245,7.967363290064643,320.3303707607971,Potato,Loamy,Red,High,Vegetative
27.544102660551538,56.23852991291957,6.2420795590109535,339.7762250841875,Maize,Loamy,Dent,High,Vegetative
29.98135613179686,96.80125113740372,6.450257471897435,184.6521529826404,Tomato,Peaty,Beefsteak,High,Fruiting/Grain_fill
36.86965471064202,77.07008103530536,7.144634576009191,312.6621158845636,Maize,Silt,Flint,Moderate,Fruiting/Grain_fill
22.092932679694467,61.426862235574376,6.625336971213038,22.443367721678804,Sugarcane,Saline,Co 99004,High,Fruiting/Grain_fill
16.250125927637153,40.93282056432827,6.766740012818888,25.066540252912244,Wheat,Silt,Soft Red,High,Seedling
43.90535261324352,86.65814382330635,7.200786431953782,234.36466410327972,Wheat,Peaty,Durum,Very High,Flowering
10.058499094230823,80.44651232850464,5.96347094578835,220.20909128514305,Wheat,Saline,Soft Red,High,Fruiting/Grain_fill
18.48096578821925,68.86410215121283,6.808609084997878,344.7070320439646,Sugarcane,Loamy,Co 0238,Moderate,Fruiting/Grain_fill
43.85484478244098,35.942568556066576,8.259805624531403,42.85572905289628,Sugarcane,Silt,Co 86032,High,Seedling
44.44966990279995,34.04974846609621,5.825257663720814,352.48449743396503,Tomato,Sandy,Cherry,Moderate,Fruiting/Grain_fill
24.383883160654435,93.70486300262486,7.615200437843349,108.23897331821502,Rice,Loamy,Basmati,High,Seedling
29.464898366930665,88.92608783037753,7.830037277981194,308.17094218779386,Wheat,Saline,Durum,High,Vegetative
22.37534823274704,85.60822001691658,5.991238328397604,179.19911362301497,Sugarcane,Clay,Co 0238,High,Fruiting/Grain_fill
26.811304568487127,83.90885288081307,6.9181862647421735,270.74867014851066,Potato,Silt,Russet,Moderate,Fruiting/Grain_fill
41.339792993567485,40.14011516621439,6.9583590391205,218.8019560216694,Wheat,Saline,Soft Red,Moderate,Vegetative
28.21245754679968,66.1936233017353,5.377089898713651,389.6681880800166,Potato,Clay,Yukon Gold,High,Vegetative
18.47658036296372,81.83782582240983,7.886229886866417,155.471382193289,Potato,Silt,Red,Moderate,Vegetative
10.897682617507323,65.99595683376319,7.61420102755454,188.7837811663929,Tomato,Saline,Cherry,High,Fruiting/Grain_fill
21.62332462285356,64.39381442383788,4.841319013295907,175.30741131016185,Tomato,Loamy,Roma,Very High,Flowering
19.659544144137072,32.080234788885214,7.819778339587291,109.30804187843756,Sugarcane,Clay,Co 0238,Very High,Flowering
20.33925877490816,99.99046230995262,6.794929922484529,359.57710116160416,Tomato,Saline,Cherry,Very High,Flowering
42.10730053319538,50.0654114322868,6.832557681965135,86.9808480360022,Wheat,Loamy,Soft Red,High,Fruiting/Grain_fill
13.904700023892271,51.23873685664961,4.788819392475428,112.03936597744708,Wheat,Peaty,Soft Red,Moderate,Vegetative
10.79545812179386,44.68343311811876,5.036762288078243,230.959401049809,Rice,Saline,Basmati,High,Fruiting/Grain_fill
34.230932605476,58.36885669209349,6.398879292461828,99.03203300121802,Rice,Saline,Basmati,Moderate,Vegetative
39.34288896078422,70.77663542004429,5.830394033618623,117.93142742278468,Rice,Silt,Jasmine,High,Fruiting/Grain_fill
28.32201565666308,97.17305480545473,5.001231028504328,151.97844428475818,Potato,Saline,Yukon Gold,High,Fruiting/Grain_fill
19.4228095430661,98.76160035517252,7.078192203676769,200.0868107694431,Sugarcane,Peaty,Co 99004,Moderate,Vegetative
41.19246020152232,73.54948961391989,5.669479251033531,38.00370366944037,Sugarcane,Sandy,Co 86032,Very High,Flowering
34.24471429030375,44.62698692972991,5.098041557263921,154.29949148116378,Wheat,Loamy,Soft Red,Moderate,Vegetative
39.10010123824401,39.255209152338566,6.606939417030026,311.1378396141934,Maize,Loamy,Dent,Very High,Seedling
20.119082526545668,85.46879866195744,5.0891136955646585,144.83180585698426,Tomato,Loamy,Beefsteak,High,Seedling
23.748191828324096,39.47010376190164,5.316364287450707,44.978427992293724,Maize,Silt,Dent,High,Vegetative
41.96388204371712,89.90571887758796,5.069031782845682,183.0589412177187,Tomato,Saline,Beefsteak,High,Fruiting/Grain_fill
10.952284182310173,72.25253988383663,7.680977175548767,303.59800267117754,Tomato,Saline,Beefsteak,Very High,Seedling
31.00590243635765,99.17230511132324,5.620563403999565,115.31889118327165,Tomato,Silt,Roma,High,Seedling
16.04431626515499,61.12237099723869,6.4741092557982425,399.0761847792196,Maize,Silt,Sweet,Moderate,Fruiting/Grain_fill
12.370265781795382,97.15753221817022,4.87924866777025,211.18720955724297,Maize,Silt,Sweet,High,Fruiting/Grain_fill
15.600442175506112,39.33242719722431,5.698329860332938,23.05904948712641,Sugarcane,Clay,Co 86032,Very High,Flowering
11.277320545987092,85.48395519326982,5.8840831133224505,181.0833686985232,Potato,Peaty,Yukon Gold,High,Fruiting/Grain_fill
29.95892250800013,82.41921745135988,5.439425086562572,98.6639787081488,Sugarcane,Silt,Co 99004,Moderate,Vegetative
22.344513601835004,92.05574780866554,5.018389518674287,189.54630746563151,Sugarcane,Saline,Co 0238,Moderate,Vegetative
44.95957237436897,30.995798616419904,8.107333502724815,29.685409614115883,Tomato,Saline,Cherry,Very High,Flowering
11.775385186682524,49.8811533210393,4.808386463017726,183.00682122311613,Sugarcane,Peaty,Co 86032,High,Seedling
40.1092302828411,77.70134357571865,7.383049581054334,275.3131676621475,Tomato,Sandy,Cherry,Very High,Seedling
23.59359862279074,51.47477340515936,8.126481815064068,271.2440186044372,Rice,Sandy,Jasmine,Moderate,Fruiting/Grain_fill
30.751626453283432,48.28817838738536,5.657515276731154,54.41596193161223,Wheat,Silt,Durum,Moderate,Vegetative
38.07738984015288,48.33995465555616,7.727756169147134,326.02886709098766,Tomato,Peaty,Beefsteak,Very High,Seedling
22.32260432170276,98.58423786822227,4.516193385002016,228.70517116940795,Sugarcane,Peaty,Co 0238,Very High,Flowering
25.65553639319733,49.6075176252386,6.830799922905452,323.00024330277085,Maize,Sandy,Dent,Very High,Flowering
16.05805955289983,87.9312950399245,7.955110245916731,305.666756362836,Tomato,Saline,Cherry,High,Vegetative
19.480529011961018,98.0975668223792,6.063253667620104,289.1568108808204,Potato,Clay,Red,Very High,Flowering
34.7387622858873,84.42177819034927,5.153042859784585,67.04091679419724,Tomato,Peaty,Roma,Very High,Flowering
38.844446021380335,79.18019274241077,8.370797428800337,111.98231846422772,Maize,Loamy,Sweet,Moderate,Vegetative
16.639053604071073,33.89678596735599,6.9107406662578725,121.93454742904206,Potato,Saline,Russet,High,Fruiting/Grain_fill
19.420608813934223,95.19519338281076,7.719805653805904,312.9957255055254,Maize,Clay,Dent,Moderate,Fruiting/Grain_fill
38.80751754650064,93.2352771992138,5.948741869807527,125.29079654609056,Sugarcane,Peaty,Co 0238,Very High,Flowering
30.875719610493384,36.82287658664342,5.3218377266170585,320.2651740020236,Wheat,Peaty,Durum,Moderate,Fruiting/Grain_fill
28.246935548912944,69.9656219144044,8.161570252329547,316.7449229823528,Potato,Sandy,Yukon Gold,Moderate,Fruiting/Grain_fill
18.524271728480024,94.66630088018366,5.640010655431665,224.662290951274,Maize,Loamy,Sweet,Very High,Flowering
20.97790262807872,97.46065947838052,6.436115585074943,33.879756544680944,Wheat,Saline,Soft Red,High,Fruiting/Grain_fill
17.972726103159662,48.32069775272002,6.326053639289595,185.60422694995623,Potato,Clay,Russet,Very High,Flowering
23.03789643068884,60.33894978501321,8.201724372076265,71.94271171889218,Potato,Peaty,Red,High,Seedling
22.46707241061413,71.90259194863101,6.975967325402566,388.2180201357644,Sugarcane,Loamy,Co 99004,High,Vegetative
33.27227348502281,39.85215226401132,7.359240869431898,272.0789355271934,Rice,Loamy,Jasmine,High,Vegetative
14.596156930605137,74.74241948056088,6.950248911451384,298.1596877822438,Maize,Silt,Sweet,Moderate,Fruiting/Grain_fill
42.52068787636074,32.126593862151054,5.247583597088335,363.7207648593644,Wheat,Sandy,Hard Red,Moderate,Fruiting/Grain_fill
44.80824745784232,43.87747775659341,6.813470900663217,79.25604623550163,Rice,Peaty,Arborio,High,Fruiting/Grain_fill
40.07836739291441,40.47863035891597,6.992553512776254,42.75168434547568,Tomato,Sandy,Beefsteak,High,Vegetative
18.966520026638875,51.46829646096941,5.565017292859773,380.3197037855384,Tomato,Clay,Cherry,Very High,Seedling
40.97727624239749,32.277371991161644,5.759261362930755,248.02854473558392,Wheat,Peaty,Soft Red,High,Seedling
25.97258755065716,61.485785921940206,6.8531909210942485,199.9786640171211,Rice,Sandy,Arborio,Moderate,Vegetative
37.28905059566701,49.280556807944464,7.785737851810348,99.20182084148384,Maize,Loamy,Flint,High,Seedling
15.181003744842752,30.5351502490373,4.594850901082651,46.17607795476016,Rice,Saline,Jasmine,High,Vegetative
39.91014719756068,36.0711764891994,7.441756798876188,281.52905929487474,Tomato,Loamy,Cherry,Very High,Seedling
14.484043822461224,56.98106799175315,7.158652569125644,106.37662144103598,Tomato,Loamy,Roma,Very High,Flowering
41.64809222074129,56.5735996557362,5.3035346688652965,165.82325713624425,Tomato,Sandy,Roma,Very High,Flowering
30.736594693709986,69.31790311231674,6.835209441651536,357.1524717962352,Maize,Clay,Flint,High,Vegetative
34.437199866348074,98.84742988491276,4.69293253180696,30.45871046437528,Sugarcane,Sandy,Co 86032,High,Seedling
34.60501329187887,69.72126873842234,7.0336313041288925,29.88314746017756,Maize,Saline,Sweet,High,Fruiting/Grain_fill
10.482497690482878,74.44645527821194,8.034176712806175,188.3739911217245,Tomato,Sandy,Cherry,High,Seedling
19.392293394433448,89.80807140130574,7.643011357266197,180.07866356983178,Wheat,Clay,Soft Red,Very High,Flowering
28.485577084290306,70.75636799960382,6.178291404249716,274.8667940628484,Sugarcane,Clay,Co 86032,Very High,Flowering
32.98702326752939,56.40257832519613,7.615241998121817,86.67596877268264,Potato,Clay,Red,High,Seedling
12.37268278408722,84.65898776382389,5.961366568223557,346.09267401337723,Potato,Loamy,Red,Very High,Seedling
11.291516559732372,59.10241632659932,5.667818634543323,171.41659323010967,Potato,Saline,Russet,High,Fruiting/Grain_fill
19.66130583953916,91.45444551668048,5.948298973079443,114.67504993919988,Potato,Sandy,Russet,High,Fruiting/Grain_fill
29.679136651826266,66.91864079672358,7.080553373142083,338.39576860532213,Rice,Saline,Jasmine,Very High,Seedling
13.0592990682787,76.19654099313973,5.750957980687506,29.93725903401561,Sugarcane,Clay,Co 99004,High,Seedling
38.67599825658685,57.96958889499111,4.93426887914578,274.03822348864605,Maize,Peaty,Dent,Very High,Seedling
14.316719709661776,61.06880650118119,8.011683505830183,258.4626985546806,Sugarcane,Saline,Co 86032,Very High,Seedling
33.694041450286406,82.02956844610858,5.924337801497649,237.82130413661983,Rice,Peaty,Jasmine,Moderate,Vegetative
34.6293117264093,62.31932773148091,6.288753184940457,314.59959949377134,Wheat,Sandy,Hard Red,Very High,Seedling
34.58287864569257,56.72789880721805,8.14409571185558,113.22545958932842,Wheat,Peaty,Soft Red,High,Fruiting/Grain_fill
11.64060883769246,91.3837195491874,4.663736590512322,176.80335298355288,Sugarcane,Peaty,Co 86032,Very High,Flowering
20.605664559278644,46.608712551238895,6.983814464201057,25.241923383993687,Rice,Loamy,Arborio,High,Vegetative
32.65136700870046,44.873814423145774,7.480278175177198,368.6022931714685,Rice,Sandy,Arborio,Very High,Seedling
28.72936328848025,48.55168386793956,7.655699130919758,141.7368070836425,Tomato,Clay,Cherry,Very High,Flowering
37.20631021279878,46.4463317281979,7.495666291933626,198.7902788294935,Rice,Clay,Jasmine,Moderate,Vegetative
10.976739644373112,38.72510417155706,6.02311529441984,247.5348014938262,Rice,Saline,Arborio,Very High,Flowering
43.75404721329624,73.18968659121597,7.817553099059042,131.82484757262014,Sugarcane,Clay,Co 99004,High,Seedling
10.825441324348375,91.88054330845158,5.814903086456052,284.9493033919796,Potato,Loamy,Russet,Very High,Seedling
15.205420130841125,92.55908864270587,5.455833736952643,58.99887828844742,Wheat,Loamy,Hard Red,High,Fruiting/Grain_fill
44.24708661753608,76.75962170400814,6.120050730365694,84.17749444729778,Potato,Silt,Russet,High,Seedling
21.212402229836364,52.56371791986383,5.007328027771219,191.8338548015869,Sugarcane,Saline,Co 0238,High,Seedling
44.616864238384665,87.20179056592936,6.712307098123971,114.78642060775148,Rice,Peaty,Jasmine,Moderate,Vegetative
27.4272455030858,74.79465911335618,7.4689414424524,394.68453121736366,Potato,Silt,Yukon Gold,Moderate,Fruiting/Grain_fill
11.869023701784672,84.06551121897199,4.676766453097862,295.2025984497429,Rice,Loamy,Jasmine,High,Vegetative
41.512993614600944,35.60836577551271,5.714393925326551,63.4844450093692,Rice,Loamy,Jasmine,Very High,Flowering
32.02265000763474,33.53667488488238,5.387269128800347,325.8351233556291,Potato,Silt,Russet,Very High,Seedling
27.42485136832197,76.91699503154999,8.369887236604228,58.20993779137017,Tomato,Sandy,Beefsteak,Very High,Flowering
20.81094585655381,49.19311124185252,6.985097293087835,257.10023738416817,Sugarcane,Loamy,Co 86032,High,Vegetative
20.02485872514668,39.52904814945377,8.2327449327642,254.1059916238985,Sugarcane,Sandy,Co 99004,Very High,Seedling
32.865975483397825,91.19786148695704,7.1031728995567125,277.61360818637564,Potato,Sandy,Yukon Gold,Very High,Seedling
15.969214506141231,32.12262938383382,8.129522116517677,108.2452342219044,Maize,Saline,Dent,Moderate,Vegetative
37.714328281279656,58.32329222595462,7.912955933591969,367.2760644089467,Maize,Peaty,Sweet,High,Vegetative
18.011583637458088,87.05425147775632,7.010915501322241,233.5842450380048,Rice,Silt,Jasmine,Moderate,Vegetative
28.58550377061692,48.47599581210462,5.28267565521757,241.3392088735241,Sugarcane,Clay,Co 99004,Moderate,Vegetative
13.849989429170078,93.65219094943522,6.357528192858608,106.5347070343037,Sugarcane,Silt,Co 99004,Moderate,Vegetative
14.748136163888626,54.7934456921784,7.362741307669641,169.2848203487389,Tomato,Silt,Roma,High,Seedling
34.721569798237155,52.03311540483371,6.380614711231074,55.95948566590755,Maize,Loamy,Sweet,Moderate,Vegetative
27.512644427974674,64.5703423013291,5.379567505282437,320.9725220829676,Wheat,Loamy,Durum,Very High,Seedling
29.62756540764004,84.3577911193991,8.013834412076822,186.5812041808831,Maize,Sandy,Dent,High,Seedling
40.9499711613144,69.79145756599644,7.811633849892042,72.37469025485896,Tomato,Clay,Beefsteak,Moderate,Vegetative
11.640785679949584,79.12223701300866,7.026119500680119,269.0357475326542,Tomato,Sandy,Roma,High,Vegetative
20.35944375327369,50.02261370455727,4.605875771195146,70.78859413412388,Sugarcane,Peaty,Co 86032,High,Fruiting/Grain_fill
19.52187612922637,54.50892134813097,4.871676107756307,262.4420690721232,Sugarcane,Loamy,Co 86032,Very High,Seedling
14.263234606544705,85.41656577320356,7.273869193988848,207.167989531618,Sugarcane,Silt,Co 0238,Moderate,Vegetative
41.65351790138269,44.98988990274162,6.403281372906032,220.8729004964773,Potato,Saline,Russet,Moderate,Vegetative
26.81157024597788,34.0213074068317,4.637401909896119,336.14945640284304,Sugarcane,Loamy,Co 0238,High,Vegetative
32.3224240291612,34.07859360204739,7.732874727490174,180.816138348724,Maize,Sandy,Sweet,High,Fruiting/Grain_fill
12.182003412325288,43.02233202364117,6.609808928675195,324.983270054417,Wheat,Silt,Hard Red,Moderate,Fruiting/Grain_fill
31.12348147792211,33.586175587847755,6.942829939238923,270.7629936350318,Maize,Loamy,Sweet,Very High,Flowering
30.00571090454167,67.0526561366006,7.396101939932338,344.2938599590348,Potato,Peaty,Red,Very High,Seedling
16.617353401099738,31.1694425428466,4.9100036316880455,101.6106065209979,Sugarcane,Saline,Co 86032,Very High,Flowering
26.36211917676125,35.05227015260033,5.810089966328686,290.5017701999848,Wheat,Silt,Durum,High,Vegetative
24.32656912647157,50.21426056170316,8.463868112748408,265.5773170599043,Potato,Silt,Yukon Gold,Moderate,Fruiting/Grain_fill
41.15798836008337,77.14184872711294,7.091428394801968,252.95656285401995,Maize,Clay,Flint,Moderate,Fruiting/Grain_fill
16.702288166640013,43.45864502151747,8.485976881247515,102.55872541041536,Sugarcane,Sandy,Co 0238,Very High,Flowering
35.65515004149263,64.76794981858184,6.508018307262032,43.08957978363051,Wheat,Loamy,Hard Red,High,Fruiting/Grain_fill
30.05559819902877,35.44450943992543,5.047958107816838,150.8964664185457,Sugarcane,Clay,Co 99004,Moderate,Vegetative
30.21814308907588,96.93039576245036,5.332427269970719,284.44728964084754,Wheat,Saline,Durum,Moderate,Fruiting/Grain_fill
17.56348194017339,60.76620074606387,8.304741621753102,187.36870581119464,Tomato,Clay,Cherry,Very High,Flowering
10.804616471284074,83.95945846422751,5.74290768319732,144.10455056328095,Tomato,Silt,Beefsteak,Moderate,Vegetative
39.58256805975596,32.59452147751099,5.908387656027786,246.08722879889936,Rice,Sandy,Basmati,Very High,Flowering
27.29396789174491,41.65255797873731,7.552021422876575,164.981777141048,Maize,Loamy,Dent,High,Fruiting/Grain_fill
24.1542990794551,54.953745327388205,6.365596365363007,320.14858549522955,Tomato,Saline,Cherry,Very High,Flowering
22.0107714935017,62.66404045176231,6.681718475934559,58.33844102783488,Tomato,Sandy,Cherry,Very High,Flowering
40.16671173049819,60.76642956341565,7.690078575477472,366.1327129503591,Maize,Peaty,Dent,Very High,Seedling
24.405512555412944,45.43542136855187,5.74126185546384,133.57358240678954,Sugarcane,Clay,Co 86032,High,Fruiting/Grain_fill
17.667720432675484,53.98670482300656,7.437278145457775,130.3347402394047,Wheat,Silt,Durum,High,Fruiting/Grain_fill
16.029378808415437,92.47373382173748,7.262651465870168,197.20335477788512,Sugarcane,Silt,Co 86032,Very High,Flowering
17.82166675742441,57.66656473441636,7.916663785314931,122.2183633497406,Sugarcane,Saline,Co 86032,High,Seedling
11.53854454639651,50.77929721271725,6.142079414546393,67.41701143182755,Rice,Peaty,Arborio,High,Fruiting/Grain_fill
31.40081290061765,37.18422851874041,5.0713449593111335,116.46083471272756,Sugarcane,Clay,Co 0238,Moderate,Vegetative
31.931374156471463,52.991608246880304,7.586347755695929,320.24392507909886,Sugarcane,Clay,Co 86032,Very High,Flowering
41.544332164583054,43.66458059917041,8.183527895060568,308.83009663797066,Sugarcane,Saline,Co 99004,Moderate,Fruiting/Grain_fill
18.728652742731352,78.8817173615912,7.903008147789389,200.64942236891767,Sugarcane,Sandy,Co 99004,Moderate,Vegetative
10.109923686381334,85.79336371483902,5.381791722384879,331.51934876558374,Potato,Loamy,Red,Moderate,Fruiting/Grain_fill
29.4457192130894,81.053305117006,7.024254270415754,139.7261870130887,Tomato,Sandy,Roma,Moderate,Vegetative
33.33285610165598,48.03274951522173,4.555263986511482,282.3339439406497,Sugarcane,Saline,Co 86032,Very High,Flowering
35.50044422497811,41.74012257495996,7.936835070578598,383.4339375848134,Rice,Loamy,Basmati,Moderate,Fruiting/Grain_fill
12.501427427865227,36.88529768082739,4.838252119372951,269.098906336946,Wheat,Peaty,Soft Red,Moderate,Fruiting/Grain_fill
21.54499438182965,31.58348728167725,7.571199329696377,327.57992071556146,Maize,Peaty,Flint,Very High,Seedling
33.01702336066562,51.80369792040299,6.208414125764285,321.2151783493419,Maize,Clay,Flint,Very High,Flowering
32.699395499051775,96.36721166331174,5.506044496131992,191.22700880119947,Wheat,Sandy,Hard Red,Moderate,Vegetative
25.81458189563952,58.182762881333694,4.59388018892143,217.7186052389941,Potato,Peaty,Russet,High,Fruiting/Grain_fill
15.171796407477787,30.88549770602701,6.6717314413498245,342.33964570317096,Maize,Peaty,Flint,Moderate,Fruiting/Grain_fill
19.517452176681765,35.21503913458465,7.500342981014523,392.1060825675344,Potato,Sandy,Russet,High,Vegetative
40.17038665929853,55.719861766214464,8.306293748125789,321.0712091543205,Wheat,Peaty,Hard Red,Very High,Flowering
22.636163462674848,99.466387993291,8.31311749396032,140.44311743021024,Maize,Saline,Flint,High,Seedling
23.57499363371993,61.171906198076,4.692656030309159,258.0982498942432,Tomato,Clay,Beefsteak,Very High,Seedling
43.98793606417282,80.54617202276435,8.324185549225431,106.96503155840188,Wheat,Peaty,Hard Red,High,Fruiting/Grain_fill
12.234946248504786,51.57845689642605,5.622235534363603,121.3639780471222,Sugarcane,Peaty,Co 86032,Moderate,Vegetative
10.449322744857774,44.93276127634618,7.44852382072486,93.25194067217434,Wheat,Sandy,Durum,High,Fruiting/Grain_fill
41.26373106717589,88.73805097864394,5.107069814252705,155.9910633777945,Tomato,Silt,Roma,Moderate,Vegetative
35.05942767662164,75.6701617627125,7.591053907337226,134.5246058235138,Potato,Clay,Red,High,Seedling
39.17513863828046,87.24312797779189,7.247321778216927,381.2627429647063,Potato,Sandy,Red,Very High,Flowering
36.960537044085314,87.40907228673265,7.679835774200724,371.7652845647182,Maize,Silt,Dent,High,Vegetative
35.08392924459582,99.96261790028824,8.027623292720365,178.5301861705089,Sugarcane,Loamy,Co 86032,High,Seedling
39.07514908493472,92.09061270899544,4.804027626521069,301.47586118094347,Potato,Clay,Russet,Moderate,Fruiting/Grain_fill
32.804004632066224,95.58190884484276,5.831435723538652,311.31744488292014,Rice,Sandy,Basmati,High,Vegetative
31.31410930287249,38.06342083552445,6.106455066447266,64.05048331010887,Wheat,Saline,Hard Red,Very High,Flowering
28.71214793138364,59.68938048105152,7.337591426445724,56.28253131263697,Maize,Sandy,Dent,High,Fruiting/Grain_fill
19.530981927434752,78.92441565968437,8.2255010287757,117.0673844698386,Sugarcane,Saline,Co 0238,High,Fruiting/Grain_fill
24.98375109087381,44.457533550715546,5.368880988286409,139.05632118006918,Maize,Loamy,Sweet,High,Seedling
20.71805834357599,96.5243685224096,7.258367432297328,133.49563986123476,Wheat,Sandy,Durum,Moderate,Vegetative
14.174090206997068,77.12761494430404,6.321614585776684,233.15090643284944,Potato,Silt,Red,High,Fruiting/Grain_fill
21.34745383347373,46.003501306504006,5.135915162442807,293.6335013414634,Rice,Loamy,Arborio,Very High,Flowering
42.21173584823117,94.63933187297611,7.490986971934659,277.76593380613014,Maize,Peaty,Flint,High,Vegetative
17.224999866921483,33.06845687359901,7.350398096421859,343.7364093881601,Maize,Saline,Flint,Very High,Flowering
28.901547995827283,60.30924978098543,6.061755589243665,88.32742431002256,Tomato,Saline,Beefsteak,High,Fruiting/Grain_fill
14.104229052962474,96.58533805133456,7.540972385568259,218.14077772869305,Maize,Silt,Flint,Very High,Flowering
22.52332553062013,94.07591927063976,5.422468639446825,188.7354396729488,Potato,Saline,Yukon Gold,High,Seedling
25.732909304575088,54.01020140442935,7.422079515596394,90.08447721351682,Wheat,Sandy,Durum,Very High,Flowering
40.32467103867854,51.85929321985998,4.74234661616257,101.01616988886045,Sugarcane,Sandy,Co 0238,Moderate,Vegetative
32.11342613557041,36.66276767527332,5.336266439681248,164.63289937322753,Tomato,Loamy,Beefsteak,Very High,Flowering
27.51204272365997,58.26769800144348,5.203747255798117,114.75022633683858,Maize,Clay,Dent,Very High,Flowering
35.23860234605837,70.39501191733534,8.295719795321265,28.15380909659914,Sugarcane,Saline,Co 0238,High,Seedling
35.320198501364686,78.26645245158593,4.838281216886915,328.749355464923,Rice,Saline,Jasmine,Very High,Flowering
14.153428657305618,94.05293246706177,5.839192232042334,231.02564914246923,Wheat,Sandy,Durum,Very High,Flowering
39.49197008226156,79.58247347849272,5.060934647782986,27.15332085171329,Tomato,Clay,Roma,High,Fruiting/Grain_fill
